Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
84,NCT04637633,Topical Cyclosporine-A for Management of Epiphora,Epiphora,"Drug: topical 0.05% CsA (Restasis®, Allergan Inc, Irvine, California)twice daily dose,",Farwaniya Hospital,Phase 2|Phase 3,12,Other,"August 15, 2020","October 30, 2020","November 1, 2020"
85,NCT04623242,Dominantly Inherited Alzheimer Network Trial: An Opportunity to Prevent Dementia. A Study of Potential Disease Modifying Treatments in Individuals at Risk for or With a Type of Early Onset Alzheimer's Disease Caused by a Genetic Mutation.,"Alzheimers Disease|Dementia|Alzheimers Disease, Familial",Drug: Gantenerumab|Drug: Solanezumab|Drug: Matching Placebo (Gantenerumab)|Drug: Matching Placebo (Solanezumab),Washington University School of Medicine|Eli Lilly and Company|Hoffmann-La Roche|Alzheimer's Association|National Institute on Aging (NIA)|Avid Radiopharmaceuticals|Accelerating Medicines Partnership (AMP),Phase 2|Phase 3,194,Other|Industry|NIH,Dec-12,"November 22, 2019","March 6, 2020"
86,NCT04620447,Intelligent Virtual Reality Therapy System and Testing Its Clinical Efficacy,Phobias|Acrophobia|Anxiety,Other: Intelligent Virtual Reality Therapy System (IVRTS),"University College of Medical Sciences, India|Norwegian University of Science and Technology|Indraprastha Institute of Information Technology Delhi",Phase 1|Phase 2,500,Other,"February 5, 2018","March 1, 2020","March 1, 2020"
87,NCT04608838,"A Randomized Placebo-controlled Multicenter Trial to Evaluate the Efficacy and Safety of JTR-161, Allogeneic Human Dental Pulp Stem Cell, in Patients With Acute Ischemic stRoke (J-REPAIR)",Acute Ischemic Stroke,Biological: JTR-161|Biological: Placebo,Teijin Pharma Limited,Phase 1|Phase 2,79,Industry,"January 30, 2019","February 15, 2021","November 24, 2021"
88,NCT04605289,Levels of Matrix Metalloproteinase-8 After Intrapocket Treatment in Moderate Periodontitis Patients.,Periodontitis,Drug: lemongrass essential oil gel|Drug: Placebo|Procedure: Scaling and root planing,Alexandria University,Phase 1|Phase 2,40,Other,"January 13, 2020","August 31, 2020","October 14, 2020"
89,NCT04591600,Effectiveness of Ivermectin and Doxycycline on COVID-19 Patients,Covid19,Drug: Ivermectin and Doxycyline|Drug: Standard of care,Alkarkh Health Directorate-Baghdad,Phase 1|Phase 2,140,Other,"July 1, 2020","September 30, 2020","October 14, 2020"
90,NCT04573322,Safety and Efficacy of Trans Sodium Crocetinate (TSC) in SARS-CoV-2 (COVID-19) Infected Subjects,SARS-CoV-2 (Covid19),Drug: Trans Sodium Crocetinate|Drug: Normal saline,Diffusion Pharmaceuticals Inc,Phase 1|Phase 2,25,Industry,"September 10, 2020","March 17, 2021","April 29, 2021"
91,NCT04553705,"Omega-3, Nigella Sativa, Indian Costus, Quinine, Anise Seed, Deglycyrrhizinated Licorice, Artemisinin, Febrifugine on Immunity of Patients With (COVID-19)",Covid19|Immunodeficiency,Drug: Omega 3/Nigella Sativa Oil|Drug: Omega 3/Nigella Sativa Oil/Indian Costus|Drug: Omega 3/Nigella Sativa Oil/Quinine pills|Drug: Omega 3/Nigella Sativa Oil/Anise seed capsule|Drug: Omega 3/Nigella Sativa Oil/Deglycyrrhizinated Licorice|Drug: Active Comparator,"Beni-Suef University|Maternity and Children Hospital, Makkah|University of Arizona",Phase 2|Phase 3,150,Other,"September 20, 2020","November 4, 2020","December 4, 2021"
92,NCT04550325,"Safety, PK and PD of Kamada Anti-SARS-CoV-2 in COVID-19","Covid19|Pneumonia, Viral",Biological: Kamada Anti-SARS-CoV-2,"Kamada, Ltd.",Phase 1|Phase 2,12,Industry,"August 5, 2020","November 26, 2020","November 26, 2020"
93,NCT04546607,Evaluation of Clinical Efficacy and Safety of Nuvastatic in Cancer Asthenia,Asthenia|Cancer,Other: Nuvastatic TM (C5OSEW5050ESA) 1000 mg,Natureceuticals Sdn Bhd,Phase 2|Phase 3,110,Industry,"September 2, 2017","October 28, 2019","October 31, 2019"
94,NCT04545307,Transplantation of Allogeneic MSC in Patients With Pulp Necrosis and Chronic Apical Periodontitis,Pulp Necroses|Apical Periodontitis,Biological: Allogenic transplant of BM-MSC in a root canal from patients with immature apexes and pulpar necrosis and apical periodontitis,Universidad Central de Venezuela|Instituto Venezolano de Investigaciones Cientificas,Phase 2|Phase 3,5,Other,"November 27, 2019","December 27, 2019","January 27, 2020"
95,NCT04545060,VIR-7831 for the Early Treatment of COVID-19 in Outpatients,Covid19,Biological: VIR-7831 (sotrovimab)|Drug: Placebo,"Vir Biotechnology, Inc.|GlaxoSmithKline",Phase 2|Phase 3,1057,Industry,"August 27, 2020","April 8, 2021","September 2, 2021"
96,NCT04539262,"Study in Participants With Early Stage Coronavirus Disease 2019 (COVID-19) to Evaluate the Safety, Efficacy, and Pharmacokinetics of Remdesivir Administered by Inhalation",COVID-19,Drug: Remdesivir (RDV)|Drug: Placebo,Gilead Sciences,Phase 1|Phase 2,156,Industry,"September 14, 2020","February 26, 2021","March 22, 2021"
97,NCT04537949,A Trial Investigating the Safety and Effects of One BNT162 Vaccine Against COVID-19 in Healthy Adults,Covid-19|Protection Against COVID-19,Biological: BNT162b3,BioNTech SE,Phase 1|Phase 2,96,Industry,"September 9, 2020","March 12, 2021","February 7, 2022"
98,NCT04530357,"Reactogenicity, Safety and Immunogenicity of QazCovid-in® COVID-19 Vaccine",Covid19|SARS-CoV Infection|Vaccine Adverse Reaction,Biological: QazCovid-in® - COVID-19 inactivated vaccine|Other: Placebo,Research Institute for Biological Safety Problems|National Scientific Center for Phthisiopulmonology of the Republic of Kazakhstan,Phase 1|Phase 2,244,Other,"September 19, 2020","November 25, 2020","April 25, 2021"
99,NCT04529525,Ivermectin to Prevent Hospitalizations in COVID-19,Covid19,Drug: Ivermectin|Drug: Placebo,Instituto de Cardiología de Corrientes,Phase 2|Phase 3,501,Other,"August 19, 2020","February 22, 2021","February 22, 2021"
100,NCT04527081,Study of COVID-19 DNA Vaccine (AG0302-COVID19),COVID-19,Biological: AG0302-COVID19,"AnGes, Inc.",Phase 1|Phase 2,30,Industry,"August 31, 2020","November 9, 2020","September 24, 2021"
101,NCT04521309,SARS-CoV-2 Antibodies Based IVIG Therapy for COVID-19 Patients,COVID-19,Biological: SARS-CoV-2 antibody based IVIG therapy,Dow University of Health Sciences|Higher Education Commission (Pakistan),Phase 1|Phase 2,50,Other,"June 19, 2020","January 26, 2021","February 8, 2021"
102,NCT04520321,A Phase 1/ Phase 2 Study of TTHX1114(NM141),Corneal Endothelial Dystrophy|Fuchs Endothelial Corneal Dystrophy|Pseudophakic Bullous Keratopathy|Endothelial Dysfunction,Drug: TTHX1114(NM141)|Other: Vehicle (placebo),"Trefoil Therapeutics, Inc.",Phase 1|Phase 2,22,Industry,"August 19, 2020","April 23, 2021","May 18, 2021"
103,NCT04520022,Safety and Effectiveness Study of Allogeneic Umbilical Cord Blood-derived Mesenchymal Stem Cell in Patients With RDEB,Recessive Dystrophic Epidermolysis Bullosa,Drug: Human Umbilical Cord Blood-derived Mesenchymal Stem Cells,Gangnam Severance Hospital|Daewoong Pharmaceutical Co. LTD.,Phase 1|Phase 2,5,Other|Industry,"October 13, 2016","January 10, 2020","January 10, 2020"
104,NCT04505683,A Study to Assess Efficacy and Safety Intravenous Benapenem in Patients With Complicated Urinary Tract Infection (cUTI) or Acute Pyelonephritis (AP),Complicated Urinary Tract Infection Including Acute Pyelonephritis,Drug: Benapenem|Drug: Ertapenem,Sihuan Pharmaceutical Holdings Group Ltd.,Phase 2|Phase 3,112,Industry,"December 13, 2018","May 8, 2020","May 8, 2020"
105,NCT04504877,Burnout and Distress preventiOn With caNnabidiol in Front-line Health Care workerS deAling wIth COVID-19,Covid19|Burn Out|Post Traumatic Stress Disorder,Drug: Cannabidiol,University of Sao Paulo,Phase 2|Phase 3,120,Other,"June 16, 2020","November 16, 2020","December 16, 2020"
106,NCT04502251,LDN and tDCS in Fibromyalgia,Fibromyalgia,Drug: Low-Dose Naltrexone|Device: Transcranial Direct Current Stimulation|Drug: Placebo|Device: Sham Transcranial Direct Current Stimulation,Centro Universitario La Salle|Hospital de Clinicas de Porto Alegre,Phase 2|Phase 3,92,Other,"August 1, 2018","August 1, 2019","July 1, 2020"
107,NCT04495569,A Bridging Study of the SYN023 on Healthy Adult Subjects,Communicable Disease Transmission|Zoonotic Disease|Rabies Human|Vaccine Reaction|Immunisation Reaction,Biological: recombinant anti-rabies human monoclonal antibody injection (SYN023)|Biological: Rabies Vaccine,"Synermore Biologics (Suzhou) Co., Ltd.",Phase 1|Phase 2,33,Industry,"February 26, 2019","June 20, 2019","February 20, 2020"
108,NCT04494984,"A Study to Investigate the Pharmacokinetics, Efficacy and Safety of INM005 in Patients With COVID-19.",Covid19,Drug: INM005|Drug: Placebo,Inmunova S.A.,Phase 2|Phase 3,242,Other,"July 27, 2020","November 23, 2020","December 30, 2020"
109,NCT04494204,Effect of a Combination of Treatment of Reginmune Capsule and Immunofree Tablets in the Treatment of Mild to Moderate COVID-19 Patients,Treatment of Covid-19 Virus Infection,Combination Product: Immunofree tablets and Reginmune capsule,PUNEET MITTAL|Nutrin GmbH,Phase 2|Phase 3,100,Other,"August 7, 2020","December 1, 2020","December 20, 2020"
110,NCT04491240,Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Pneumonia.,Covid19|SARS-CoV-2 PNEUMONIA|COVID-19,Drug: EXO 1 inhalation|Drug: EXO 2 inhalation|Drug: Placebo inhalation,"State-Financed Health Facility ""Samara Regional Medical Center Dinasty""|Clinics of the Federal State Budgetary Educational Institution SSMU|Samara Regional Clinical Hospital V.D. Seredavin",Phase 1|Phase 2,30,Other,"July 20, 2020","October 1, 2020","October 20, 2020"
111,NCT04489446,Sildenafil in COVID-19,Covid19|SARS-COV2 Infection,Drug: Sildenafil|Drug: Placebo,"Universidad Nacional Andres Bello|Hospital Naval Almirante Nef, Viña del Mar, Chile",Phase 1|Phase 2,40,Other,"August 19, 2020","April 30, 2021","June 30, 2021"
112,NCT04485962,Treatment of Patients With Skin Burns Using Keratinocytes and Skin Fibroblasts,Burns,Biological: Fibroblasts and keratinocytes,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian Medical Academy of Post-Graduate Education,Phase 1|Phase 2,12,Other,"January 1, 2017","December 31, 2019","December 31, 2019"
113,NCT04484402,Treatment of Patients With Inflammatory-dystrophic Diseases of the Cornea Using Autologous Stem Cells,Corneal Ulcer|Corneal Disease|Corneal Dystrophy,Biological: mesenchymal stem cells|Biological: limbal stem cells|Other: standard treatment,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian State Medical University,Phase 1|Phase 2,25,Other,"October 3, 2016","December 30, 2019","December 30, 2019"
114,NCT04483830,Suloexide in the Treatment of Early Stages of COVID-19,Covid19,Drug: Sulodexide|Drug: Placebo,Clinedem|Alfasigma S.p.A.,Phase 2|Phase 3,243,Other|Industry,"June 5, 2020","August 6, 2020","September 7, 2020"
115,NCT04480957,Ascending Dose Study of Investigational SARS-CoV-2 Vaccine ARCT-021 in Healthy Adult Subjects,SARS-CoV-2,Biological: ARCT-021 Dose 1|Biological: ARCT-021 Dose 2|Biological: ARCT-021 Dose 3|Biological: ARCT-021 Dose 4|Biological: ARCT-021 Dose Regimen 1|Biological: ARCT-021 Dose Regimen 2|Other: Placebo,"Arcturus Therapeutics, Inc.",Phase 1|Phase 2,106,Industry,"August 4, 2020","January 29, 2021","January 29, 2021"
116,NCT04480775,Triamcinolone Versus Methylprednisolone in Transversus Abdominis Plane Block,Major Abdominal Surgery,Drug: Triamcinolone|Drug: Methylprednisolone|Drug: bupivacaine,ghada fouad|Mansoura University,Phase 2|Phase 3,84,Other,"July 15, 2020","December 15, 2020","December 15, 2020"
117,NCT04480593,The Use of Brazilian Green Propolis Extract (EPP-AF) in Patients Affected by COVID-19.,Covid19,Drug: Brazilian Green Propolis Extract (EPP-AF)|Other: Standard care,D'Or Institute for Research and Education|Hospital Sao Rafael,Phase 2|Phase 3,120,Other,"June 2, 2020","August 30, 2020","August 30, 2020"
118,NCT04477811,Comparative Study Evaluating the Effect of Vitamin K1 Versus Vitamin K2 on Vascular Calcification in Dialysis Patients,End Stage Renal Disease on Dialysis,Drug: Vitamin K1|Drug: Vitamin k2|Other: placebo,Ain Shams University,Phase 2|Phase 3,40,Other,"July 25, 2020","November 1, 2020","January 1, 2021"
119,NCT04475120,Efficacy and Safety of Liposomal Lactoferrin in COVID-19 Patients With Mild-to-Moderate Disease and in COVID-19 Asymptomatic Patients,Covid19,Drug: liposomal lactoferrin|Drug: SOC therapy,University of Rome Tor Vergata,Phase 2|Phase 3,92,Other,"April 15, 2020","July 2, 2020","July 2, 2020"
120,NCT04473170,Study Evaluating the Safety and Efficacy of Autologous Non-Hematopoietic Peripheral Blood Stem Cells in COVID-19,Coronavirus Disease 2019 (COVID-19),Biological: Autologous Non-Hematopoietic Peripheral Blood Stem Cells (NHPBSC)|Drug: COVID-19 standard care,Abu Dhabi Stem Cells Center,Phase 1|Phase 2,146,Other,"April 4, 2020","May 20, 2020","July 14, 2020"
121,NCT04471519,Whole-Virion Inactivated SARS-CoV-2 Vaccine (BBV152) for COVID-19 in Healthy Volunteers,COVID-19|SARS-CoV-2 Infection,Biological: BBV152A - Phase I|Biological: BBV152B - Phase I|Biological: BBV152C - Phase I|Biological: Placebo - Phase I|Biological: BBV152A - Phase II|Biological: BBV152B - Phase II,Bharat Biotech International Limited|Indian Council of Medical Research,Phase 1|Phase 2,755,Industry|Other,"July 15, 2020","July 31, 2020","June 30, 2021"
122,NCT04469777,Subcutaneous Injection of Erythropoietin on Visual Functions in Patients With Late Onset Optic Neuropathy,Optic Neuropathy,Drug: erythropoietin,Alexandria University,Phase 1|Phase 2,20,Other,"April 1, 2019","December 15, 2020","December 30, 2020"
123,NCT04469673,"A Study to Evaluate the Safety, Tolerability and Efficacy of Multiple Doses of JS002 in Patients With Hyperlipidemia..",Hyperlipemia,Biological: Biological：JS002|Biological: Placebo,"Shanghai Junshi Bioscience Co., Ltd.",Phase 1|Phase 2,90,Other,"May 23, 2019","May 3, 2020","June 28, 2020"
124,NCT04467541,Safety & Immunogenicity of Enterovirus Type 71 Vaccine in Healthy Adults and Children 6-71months,Hand Foot & Mouth Disease,Biological: Inactivated Enterovirus Type 71 (EV71) Vaccine (Vero Cell),"International Centre for Diarrhoeal Disease Research, Bangladesh",Phase 1|Phase 2,430,Other,"December 24, 2019","January 31, 2020","January 31, 2020"
125,NCT04467476,Effects of tDCS on Anaerobic Power of Lower Limb Muscles,Healthy Volunteers,Device: Transcranial direct current stimulation,Universidade Federal do Piauí,Phase 2|Phase 3,50,Other,"January 1, 2021","February 28, 2021","April 29, 2021"
126,NCT04465279,Trifocal Diffractive Intraocular Lens After Cataract Extraction With Phacoemulsification,Refractive Errors,Device: Trifocal diffractive intraocular lens,Alexandria University,Phase 2|Phase 3,36,Other,"October 15, 2018","May 15, 2020","June 15, 2020"
127,NCT04463472,Study of COVID-19 DNA Vaccine (AG0301-COVID19),COVID-19,Biological: AG0301-COVID19,"AnGes, Inc.|Japan Agency for Medical Research and Development",Phase 1|Phase 2,30,Industry|Other,"June 29, 2020","September 28, 2020","August 12, 2021"
128,NCT04460183,A Study to Assess Efficacy and Safety of RESP301 Plus Standard of Care (SOC) Compared to SOC Alone in Hospitalized Participants With COVID-19,COVID-19,"Drug: RESP301, a Nitric Oxide generating solution|Other: Standard of Care",Thirty Respiratory Limited,Phase 2|Phase 3,19,Industry,"July 29, 2020","April 24, 2021","May 21, 2021"
129,NCT04457063,Endothelial Cell Loss After Penetrating Keratoplasty,Keratoconus,Procedure: PKP,Alexandria University,Phase 2|Phase 3,8,Other,"July 1, 2018","June 1, 2020","June 15, 2020"
130,NCT04453241,Immunogenicity and Safety Study of NBP615 in Healthy Female,Cervical Cancer,Biological: NBP615|Biological: Gardasil,"SK Bioscience Co., Ltd.",Phase 1|Phase 2,200,Industry,"December 22, 2018","December 30, 2019","December 30, 2019"
131,NCT04452448,Analysis of I-Trace High Order Aberrations Induced by Wavefront Optimized Ablation Profiles,Myopia,Device: LASIK,Alexandria University,Phase 2|Phase 3,10,Other,"January 10, 2018","May 30, 2020","June 10, 2020"
132,NCT04446897,Treatment of Chronic Medium-severe Periodontitis With Mesenchymal Stem Cells Predifferentiated in Osteogenic Direction,"Periodontitis, Chronic",Biological: mesenchymal stem cells|Other: standard treatment,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian Medical Academy of Post-Graduate Education,Phase 1|Phase 2,10,Other,"August 3, 2020","December 31, 2020","December 31, 2020"
133,NCT04446884,Treatment of Stress Urinary Incontinence in Women With Autologous Adipose-derived Mesenchymal Stem Cells,Stress Urinary Incontinence,Biological: Autologous adipose-derived mesenchymal stem cells|Other: Standard treatment according to the Clinical protocols,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,Phase 1|Phase 2,10,Other,"March 1, 2018","December 31, 2019","December 31, 2019"
134,NCT04446871,Methylene Blue in Early Septic Shock,Septic Shock,Drug: 0.9% sodium chloride|Drug: Methylene Blue,Hospital Civil de Guadalajara,Phase 2|Phase 3,91,Other,"March 17, 2017","December 10, 2020","January 25, 2021"
135,NCT04443881,Clinical Trial of the Use of Anakinra in Cytokine Storm Syndrome Secondary to Covid-19 (ANA-COVID-GEAS),COVID-19 Pnemonia,Drug: Anakinra 149 MG/ML Prefilled Syringe [Kineret],Fundacion Miguel Servet,Phase 2|Phase 3,179,Other,"May 8, 2020","March 31, 2021","March 31, 2021"
136,NCT04441112,Intraarticular Injections of the Hip and Knee With Triamcinolone Versus Ketorolac: A Randomized Controlled Trial,Arthritis Knee|Arthritis of Hip,Drug: Ketorolac Intraarticular Injection|Drug: Triamcinolone Intraarticular Injection,Saint Alphonsus Regional Medical Center,Phase 2|Phase 3,120,Other,"May 20, 2018","August 20, 2019","August 20, 2019"
