Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
81,NCT05264467,Leukocyte and and Platelet-rich Fibrin Plasma for the Prevention of Anastomotic Leakage in Colorectal Anastomosis,Anastomotic Leak|Platelet-Rich Fibrin|Colorectal Surgery,Biological: Platelet rich fibrin on colorectal anastomosis,Universidad de Concepcion,Phase 2|Phase 3,106,Other,"March 12, 2018","July 9, 2021","August 10, 2021"
82,NCT05262309,"An Open-label, Randomized, Parallel-arm Study Investigating the Efficacy and Safety of Intravenous Administration of Pamrevlumab Versus Standard of Care in Patients With COVID-19",COVID-19 Respiratory Infection|COVID-19 Pneumonia|Covid19,Drug: Pamrevlumab,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Phase 2|Phase 3,42,Other,"May 12, 2020","January 1, 2022","January 1, 2022"
83,NCT05254561,Triple Antigen vs Monoantigen Immunotherapy for Warts,Triple Intralesional Immunotherapy Combination in Multiple Recalcitrant Warts,Biological: Intralesional antigen immunotherapy,Zagazig University,Phase 2|Phase 3,160,Other,"November 20, 2020","June 20, 2021","November 15, 2021"
84,NCT05245981,Clinical Application of Mg Based Biodegradable Material for Fracture Fixation in the Adult Skeleton,Fracture of Medial Malleolus,Device: BRI.MAG 2,Medical University of Graz|Laura Bassi Fond; AUVA,Phase 2|Phase 3,20,Other,"July 9, 2018","January 17, 2023","January 17, 2023"
85,NCT05242302,AIN Transfer for Cubital Tunnel Syndrome,Nerve Injury|Surgery,Procedure: nerve transfer,University of Alberta|Canadian Institutes of Health Research (CIHR),Phase 1|Phase 2,65,Other,"January 1, 2019","December 31, 2022","February 28, 2023"
86,NCT05226546,Effectiveness and Safety of Platelet Rich Plasma (PRP) on Persistent Olfactory Dysfunction Related to COVID-19,Anosmia|COVID-19,Drug: Platelet rich plasma (PRP)|Other: olfactory training,Centre Hospitalier Universitaire Saint Pierre,Phase 2|Phase 3,56,Other,"February 1, 2021","August 1, 2021","August 1, 2021"
87,NCT05222841,The Effectiveness of Spermotrend Food Supplement in the Treatment of Male Infertility,Male Infertility|Benign Prostatic Hyperplasia|Spermatogenesis and Semen Disorders,Dietary Supplement: Spermotrend,Catalysis SL,Phase 2|Phase 3,150,Industry,"June 15, 2021","June 20, 2022","December 15, 2022"
88,NCT05222737,Quantitation of Bacteria Associated With Severe Periodontitis by Real -Time PCR Following Application of Diode Laser,Periodontal Pocket,Device: medency diode laser|Drug: spirazole forte,Alexandria University,Phase 2|Phase 3,50,Other,"January 1, 2021","September 1, 2021","December 1, 2021"
89,NCT05214495,Omega-3 Hydrogel and Prevention of Oral Mucositis,Mucositis Oral,Drug: topical oral Omega-3 hydrogel|Drug: conventional preventive treatment,Basma Morsy|Alexandria University,Phase 2|Phase 3,36,Other,"February 9, 2022","September 1, 2022","September 1, 2022"
90,NCT05205863,Dose-Response in PD and Safety of Cofact Under VKA Anticoagulation,Healthy Volunteers,Biological: Cofact,Prothya Biosolutions|PRA Health Sciences,Phase 1|Phase 2,69,Industry,"November 12, 2021","August 20, 2022","September 3, 2022"
91,NCT05200884,Local Anesthesia With Lidocaine or Articaine for Molars Affected by MIH,Molar Incisor Hypomineralisation,Drug: Lidocaine 2%|Drug: Articaine 4%,Tishreen University,Phase 1|Phase 2,20,Other,"January 22, 2022","March 25, 2022","June 10, 2022"
92,NCT05198102,ZF2001 Booster Immunization Clinical Trials of 12 Months After the Completion of Basic Immunization,Prevention of COVID-19,Biological: Recombinant novel coronavirus vaccine (CHO cells),"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",Phase 1|Phase 2,300,Industry,"December 29, 2021","July 19, 2022","July 19, 2022"
93,NCT05194618,"Efficacy and Safety of Valerian Root Extract and Lavender Essential Oil Combination, Over 4 Weeks in Subjects With Sleep Complaints",Sleep,Dietary Supplement: Valerian - lavender|Dietary Supplement: Placebo,"University Hospital, Bordeaux|University of Bordeaux",Phase 2|Phase 3,114,Other,"February 2, 2022","March 2, 2023","March 2, 2023"
94,NCT05172050,"Multicenter Double Blind, Parallel-group Phase 2/3 Trial, to Study Raloxifene in Adult COVID-19 Patients.",SARS CoV 2 Infection,Drug: Raloxifene|Other: Placebo,Dompé Farmaceutici S.p.A,Phase 2|Phase 3,68,Industry,"January 22, 2021","June 12, 2021","June 12, 2021"
95,NCT05163535,"Open Labelled, Randomized Study to Evaluate the Efficacy, Safety and Dose Selection of VM-1500A-LAI Drug in HIV-infected Patients Transferred From Previous Stable Therapy (NNRTI + 2NRTI), Including ELPIDA®",HIV-1-infection,Drug: VM-1500A-LAI|Other: ELPIDA®,Viriom,Phase 1|Phase 2,36,Industry,"January 19, 2021","August 3, 2021","August 3, 2021"
96,NCT05162365,"A Safety, Tolerability, and Efficacy Study of IBI314 in Ambulatory Patients With COVID-19",COVID-19,Biological: IBI314|Other: Placebo,Innovent Biologics (Suzhou) Co. Ltd.,Phase 1|Phase 2,248,Industry,"January 6, 2022","June 29, 2022","November 18, 2022"
97,NCT05156723,"Study of the Immunogenicity, Safety and Tolerability of the Convacell Vaccine.",COVID-19|Immunologic Factors|Coronavirus Infections|Respiratory Tract Infections,Biological: Subunit recombinant vaccine for the prevention of coronavirus infection|Biological: Placebo,St. Petersburg Research Institute of Vaccines and Sera|Crocus Medical B.V (The Netherlands),Phase 1|Phase 2,155,Other,"July 19, 2021","August 30, 2021","December 31, 2022"
98,NCT05149898,Open-Label Study of ZYN002 Administered as a Transdermal Gel to Children and Adolescents With 22q11.2 Deletion Syndrome,22Q Deletion Syndrome,Drug: ZYN002,"Zynerba Pharmaceuticals, Inc.",Phase 1|Phase 2,20,Industry,"March 3, 2020","November 21, 2022","November 21, 2022"
99,NCT05149599,Saccharomyces Cerevisiae for Irritable Bowel Syndrome,Irritable Bowel Syndrome,Drug: Saccharomyces cerevisiae,Ziauddin University|Hilton Pharma,Phase 1|Phase 2,30,Other|Industry,"March 1, 2021","October 31, 2021","October 31, 2021"
100,NCT05144139,A Phase I/II Clinical Trial in Healthy People Aged 18 Years and Above,COVID-19 Pandemic,Biological: COVID-19 mRNA vaccine,Stemirna Therapeutics,Phase 1|Phase 2,480,Industry,"December 3, 2021","August 28, 2022","November 11, 2022"
101,NCT05134792,Effect of Pre-emptive Intravenous Immunoglobulin (IVIG) on the Incidence of Septic Episodes in Pediatric Burn Patients,Burn Shock,Drug: intravenous immunoglobulin,Cairo University,Phase 2|Phase 3,30,Other,"October 10, 2021","July 16, 2022","July 16, 2022"
102,NCT05130398,"Safety and Immunogenicity of the rVSVΔG-ZEBOV-GP Ebola Virus Vaccine Candidate in Children Living in Lambaréné, Gabon",Ebola Virus Disease,"Biological: rVSVΔG-ZEBOV-GP, V920|Dietary Supplement: Fibre and equilibrate breakfast and lunch|Diagnostic Test: Active detection and treatment of pathogens|Combination Product: Fibre and equilibrate breakfast and lunch plus Active detection and treatment of pathogens|Biological: Chikenpox or Varicella vaccine (VARILRIX)|Other: Placebo",Centre de Recherche Médicale de Lambaréné|Merck Sharp & Dohme LLC,Phase 1|Phase 2,120,Other|Industry,"April 9, 2021","September 8, 2021","August 9, 2022"
103,NCT05121740,Extension Study in a Cohort of Adult Patients With COVID-19 Infection,COVID-19 Infection,Drug: Plitidepsin 1.5 mg / day|Drug: Plitidepsin 2.0 mg / day|Drug: Plitidepsin 2.5 mg / day,PharmaMar|Apices Soluciones S.L.,Phase 1|Phase 2,34,Industry,"January 18, 2022","March 16, 2022","March 16, 2022"
104,NCT05109416,Glossopharyngeal Nerve Block on Post Tonsillectomy Pain Among Egyptian Children,Post Tonsillectomy Pain,Drug: Bupivacaine Hydrochloride 0.5% Injection Solution|Drug: Saline 0.9%,Minia University,Phase 1|Phase 2,210,Other,"October 17, 2021","March 5, 2022","March 22, 2022"
105,NCT05105685,Effectiveness of Recombinant Human Growth Hormone Therapy for Children With PMS,Phelan-McDermid Syndrome|Growth Hormone Treatment,Drug: recombinant human growth hormone|Drug: Saline,Affiliated Hospital of Jiangnan University,Phase 1|Phase 2,6,Other,"June 14, 2020","May 12, 2021","June 8, 2021"
106,NCT05104762,IVIG Versus Plasmapheresis in the Treatment of Guillian Barrie Syndrome Patients,Guillain-Barre Syndrome,Device: plasmapheresis device|Drug: Intravenous immunoglobulin,Assiut University,Phase 2|Phase 3,81,Other,"September 1, 2021","March 2, 2022","March 3, 2023"
107,NCT05101122,Study for Efficacy and Dose Escalation of AD313 + Atomoxetine (SEED),Obstructive Sleep Apnea,Drug: Dosing 1: Atomoxetine|Drug: AD313,Apnimed,Phase 1|Phase 2,15,Industry,"October 19, 2021","April 18, 2022","April 18, 2022"
108,NCT05083260,NE3107 Activity and Safety in Patients With Parkinson's Disease Using Levodopa,Parkinson Disease,Drug: NE3107|Drug: placebo,BioVie Inc.,Phase 1|Phase 2,46,Industry,"January 4, 2022","November 21, 2022","January 4, 2023"
109,NCT05081388,"COVID-19 Study to Evaluate Safety, Tolerability, and Efficacy of REGN14256+Imdevimab for the Treatment of COVID-19 Adult and Adolescent Patients Without Risk Factors for Progression to Severe Disease",SARS-CoV-2,Drug: REGN14256|Drug: imdevimab|Drug: casirivimab + imdevimab|Drug: Placebo,Regeneron Pharmaceuticals,Phase 1|Phase 2,25,Industry,"November 8, 2021","June 30, 2022","June 30, 2022"
110,NCT05076253,Efficacy of Ivermectin in COVID-19,Safety|SARS-CoV2 Infection|Ivermectin Poisoning|Effect of Drug,Drug: Ivermectin|Drug: Placebo,Bangkok Metropolitan Administration Medical College and Vajira Hospital,Phase 1|Phase 2,72,Other,"September 1, 2021","December 1, 2021","December 1, 2021"
111,NCT05074498,"Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of TB006 in Participants With Alzheimer's Disease",Alzheimer's Disease,Drug: TB006|Drug: Placebo,"TrueBinding, Inc.",Phase 1|Phase 2,140,Industry,"October 8, 2021","October 13, 2022","October 13, 2022"
112,NCT05061992,A Trial to Improve Quality of Life in People With Cirrhosis,Cirrhosis,Drug: Lactulose,University of Michigan,Phase 2|Phase 3,56,Other,"November 10, 2021","November 1, 2022","November 1, 2022"
113,NCT05058443,Denosumab and Osteoporotic Vertebral Compression Fracture,Osteoporotic Vertebral Compression Fracture,Drug: Denosumab 60 mg/ml [Prolia]|Drug: Placebo,Shenzhen People's Hospital,Phase 2|Phase 3,90,Other,"January 6, 2020","August 5, 2022","August 10, 2022"
114,NCT05054023,Topical Piroxicam vs Soulagel in the Treatment of Acute Extremity Pain After Emergency Department Discharge,Acute Pain,Drug: Soulagel®|Drug: Arthrosyl®,University of Monastir,Phase 2|Phase 3,1525,Other,"October 21, 2021","March 21, 2022","March 21, 2022"
115,NCT05052697,"A Study to Evaluate the Safety, Tolerability, and Immunogenicity of a Modified RNA Vaccine Against Influenza","Influenza, Human",Biological: mIRV|Biological: bIRV AB|Biological: qIRV|Biological: QIV|Biological: bIRV AA|Biological: bIRV BB,Pfizer,Phase 1|Phase 2,1168,Industry,"September 13, 2021","January 27, 2023","January 27, 2023"
116,NCT05047601,A Study of a Potential Oral Treatment to Prevent COVID-19 in Adults Who Are Exposed to Household Member(s) With a Confirmed Symptomatic COVID-19 Infection,COVID-19,Drug: PF-07321332|Drug: Placebo for PF-07321332|Drug: Placebo for Ritonavir|Drug: Ritonavir,Pfizer,Phase 2|Phase 3,2954,Industry,"September 9, 2021","April 12, 2022","April 12, 2022"
117,NCT05037539,Efficacy of Injectable Fentanyl in Sublingual Route Versus Oral Morphine Syrup for Breakthrough Pain,"Pain, Breakthrough",Drug: Fentanyl Citrate 50Mcg/Ml Inj_#1|Drug: Morphine,Rajavithi Hospital,Phase 1|Phase 2,20,Other,"June 15, 2021","December 30, 2021","June 30, 2022"
118,NCT05033743,Suppressive Antibacterial Therapy With Once-Weekly Secnidazole Granules to Prevent Recurrent Bacterial Vaginosis; A Pilot Study,Recurrent Bacterial Vaginosis,Drug: Secnidazole 2 GM Oral Granules,"Indiana University|Lupin Pharmaceuticals, Inc.",Phase 2|Phase 3,20,Other|Industry,"July 9, 2021","October 7, 2022","October 7, 2022"
119,NCT05019287,Menstrual Blood Stem Cells in Severe Covid-19,Covid19|Cytokine Storm,Biological: Allogeneic human menstrual blood stem cells secretome|Other: Intravenous saline injection,Avicenna Research Institute|Tehran University of Medical Sciences,Phase 1|Phase 2,29,Other,"April 17, 2021","May 21, 2021","June 9, 2021"
120,NCT05019040,"Study of the Safety, Tolerability, Pharmacokinetic and Pharmacodynamic Characteristics of PA1010 in HBV Patients",Chronic HBV Infection,Drug: PA1010,"Zhejiang Palo Alto Pharmaceuticals, Inc.",Phase 1|Phase 2,36,Industry,"September 17, 2021","November 15, 2022","November 18, 2022"
121,NCT05012943,The ARCT-154 Self-Amplifying RNA Vaccine Efficacy Study (ARCT-154-01),COVID-19 Vaccines,Biological: ARCT-154 Self-Amplifying RNA SARS-CoV-2 Vaccine|Other: Placebo (normal saline)|Biological: Astra Zeneca COVID-19 vaccine,"Vinbiocare Biotechnology Joint Stock Company|Arcturus Therapeutics, Inc.",Phase 2|Phase 3,19467,Industry,"August 15, 2021","January 18, 2023","January 18, 2023"
122,NCT05010083,The University of Michigan OWL (Online Wellness and Lifestyle) Study,Obesity,Behavioral: diet and lifestyle program,University of Michigan|Nutrition Science Initiative,Phase 1|Phase 2,17,Other,"August 23, 2021","June 1, 2022","June 1, 2022"
123,NCT05010070,The University of Michigan Wellness for Liver Health Study,Nonalcoholic Fatty Liver Disease,Behavioral: diet and lifestyle program,University of Michigan|National Institutes of Health (NIH),Phase 1|Phase 2,11,Other|NIH,"August 31, 2021","October 3, 2022","October 3, 2022"
124,NCT05007509,Safety and Immunogenicity Study of Recombinant Protein RBD Candidate Vaccine Against SARS-CoV-2 in Adult Healthy Volunteers (COVID-19),Covid19|SARS CoV 2 Infection,Biological: COVID-19 vaccine HIPRA 10|Biological: COVID-19 vaccine HIPRA 20|Biological: COVID-19 vaccine HIPRA 40|Biological: Commercial COVID-19 vaccine,"Laboratorios Hipra, S.A.",Phase 1|Phase 2,30,Industry,"August 16, 2021","September 30, 2021","September 30, 2022"
125,NCT05003453,The Effectiveness of a Topical Palmitoylethanolamide (PEA) Formulation (Levagen+) for Reducing Symptoms of Eczema,"Eczema, Atopic",Drug: 1.5% Palmitoylethanolamide (PEA) sold as Levagen+|Drug: Placebo Comparator,RDC Clinical Pty Ltd,Phase 2|Phase 3,72,Industry,"November 29, 2021","June 3, 2022","June 30, 2022"
126,NCT05001919,Concentrated Growth Factors in Treatment of Intrabony Defects in Localized Aggressive Periodontitis,Aggressive Periodontitis,Procedure: GTR|Procedure: concentrated growth factor,Tanta University,Phase 1|Phase 2,10,Other,"July 1, 2020","July 1, 2021","August 1, 2021"
127,NCT04993586,Phase I/II Study of COVID-19 DNA Vaccine (AG0302-COVID19 High-dose),COVID-19 Lower Respiratory Infection,Biological: AG0302-COVID19 for Intramuscular Injection|Biological: AG0302-COVID19 for Intradermal Injection,"AnGes, Inc.|Japan Agency for Medical Research and Development",Phase 1|Phase 2,422,Industry|Other,"July 29, 2021","December 10, 2021","September 23, 2022"
128,NCT04992832,Multi-intravenous Infusion of Umbilical Cord Mesenchymal Stem Cells in Heart Failure With Reduced Ejection Fraction（PRIME-HFrEF Study）,"Heart Failure, Systolic",Biological: human umbilical cord mesenchymal stem cells|Other: human serum albumin,Shanghai East Hospital,Phase 1|Phase 2,40,Other,"July 28, 2021","January 17, 2023","April 4, 2023"
129,NCT04988217,Inhaled Interferon α2b for the Treatment of Coronavirus Disease 19 (COVID-19),Coronavirus Disease 2019,Drug: Interferon-Alpha2B|Drug: Placebo,Pontificia Universidad Catolica de Chile|Altum Pharmaceuticals INC,Phase 1|Phase 2,173,Other|Industry,"September 15, 2021","April 15, 2022","July 28, 2022"
130,NCT04983368,"A Double-Blind, Placebo-Controlled, Dose Ranging Study of Xanamem® in Healthy Elderly Volunteers",Mild Cognitive Impairment|Alzheimer's Disease,Drug: Xanamem® 5 mg|Drug: Placebo|Drug: Xanamem® 10 mg,Actinogen Medical|Avance Clinical,Phase 1|Phase 2,107,Industry|Other,"June 30, 2021","February 11, 2022","February 11, 2022"
131,NCT04976738,A Study of Cybis™ 10:25 THC:CBD Oil in Adults With Chronic Back/Neck Pain,"Chronic Pain|Neck Pain|Back Pain|Pain|Pain, Chronic|Pain, Back|Pain, Neck|CBD|THC",Drug: Cybis™ 10:25 THC:CBD oil,Cymra Life Sciences,Phase 1|Phase 2,28,Industry,"September 20, 2021","June 15, 2022","June 21, 2022"
132,NCT04973891,CANA/Met in Non-diabetic Women With PCOS,Polycystic Ovary Syndrome,Drug: Canagliflozin combined with metformin|Drug: metformin,Shengjing Hospital,Phase 1|Phase 2,52,Other,"April 7, 2021","July 8, 2021","March 8, 2022"
133,NCT04973449,"Phase II/III Study of AZD2816, for the Prevention of COVID-19 in Adults",COVID-19|SARS-CoV-2,Biological: AZD1222|Biological: AZD2816,AstraZeneca,Phase 2|Phase 3,2848,Industry,"June 27, 2021","February 4, 2022","August 2, 2022"
134,NCT04964622,the Effect of Preoperative Sodium Ibuprofen on Postoperative Endodontic Pain,Irreversible Pulpitis,Drug: nurofen,Cairo University,Phase 1|Phase 2,50,Other,"December 1, 2021","July 1, 2022","September 1, 2022"
135,NCT04963517,Exercise Intervention for Bone Tumor Patients,Bone Sarcoma,Behavioral: Exercise therapy|Other: Information,Universität Duisburg-Essen|Ruhr University of Bochum,Phase 2|Phase 3,11,Other,"August 7, 2021","December 31, 2021","May 1, 2022"
136,NCT04961541,Evaluation of the Safety and Immunogenicity of Influenza and COVID-19 Combination Vaccine,SARS-CoV Infection|Covid19,Biological: ICC Vaccine|Biological: qNIV Nanoparticle Vaccine2 in-clinic mixed with Matrix-M1 Adjuvant|Biological: SARS-CoV-2 rS Nanoparticle Vaccine in-clinic mixed with Matrix-M1 Adjuvant,Novavax,Phase 1|Phase 2,642,Industry,"September 8, 2021","December 22, 2021","April 22, 2022"
137,NCT04960202,EPIC-HR: Study of Oral PF-07321332/Ritonavir Compared With Placebo in Nonhospitalized High Risk Adults With COVID-19,COVID-19,Drug: PF-07321332|Drug: Ritonavir|Drug: Placebo,Pfizer,Phase 2|Phase 3,2246,Industry,"July 16, 2021","December 9, 2021","April 25, 2022"
138,NCT04959344,Safety and Immunogenicity of a Klebsiella Pneumoniae Tetravalent Bioconjugate Vaccine (Kleb4V),Klebsiella Pneumoniae Infection,Biological: Kleb4V target dose|Biological: Kleb4V target dose + AS03|Biological: Kleb4V low dose|Biological: Kleb4V low dose + AS03|Biological: Placebo,LimmaTech Biologics AG|GlaxoSmithKline,Phase 1|Phase 2,166,Industry,"July 5, 2021","September 26, 2022","September 26, 2022"
